2012,November 14-21,933 rockets,"Operation Pillar of Defense:On the morning of November 15,three Israeli civilians were killedwhen a rocket directly struck their apartment building in the city of Kiryat Malachi.Three children, among them two young babies, were also woundedin the strike.Three IDF soldiers were woundedin a separate attack when mortar shells exploded inside their base near the Gaza border.On November 16, a rocket fired from Gaza landed outside Jerusalem. On November 20, anIDF soldier-Cpl. Yosef Fartuk-and a civilian-Alayaan Salem al-Nabari -were killedwhen a mortar fired from Gaza exploded in the Eshkol regional council.Five IDF soldiers were woundedwhen a rocket landed inside their holding area on the Gaza border. Also on November 20, a GRAD rocket scored a direct hit on a residential apartment building in the city of Rishon L'Tzion,wounding one person moderately and sending nearly ten others to the hospital with shock.In total, terrorists in Gaza fired more than 1,500 rockets at Israel during this period-933 struck inside Israel, 421 were intercepted by the Iron Dome Missile Shield, and 152 rockets landed inside the Gaza Strip."
2012,November 10-13,One hundred twenty-one (121) rocket hits,"In distinct escalation, Palestinian terrorists in Gaza launched more than 150 rockets at Israel; at least 121 rocket hits were identified in Israeli territory. A total of 64 rockets hits were identified on November 11. A number of mortar shells were also fired. A number of Israeli civilians were wounded by the rocket fire, although not seriously; several were treated for shock and there was extensive property damage."
2012,October 31-November 6,Two (2) rocket hits,Two rockets fired from Gaza hit Israel.
2012,October 24-30,One hundred five (105) rocket hits;Twelve (12) mortar hits,"In a new round of escalation in southern Israel, of the many more rockets and mortar shells that Hamas and the Popular Resistance Committees fired from the Gaza Strip, 105 rockets and 12 mortar shells landed in Israel.One of the rockets was a long-range Grad that fell in an open area on the outskirts of Beersheba."
2012,October 17-23,Five (5) rocket hits,Five rockets from Gaza hit southern Israel. Two civilians were treated for shock after one of the rockets fell in their yard.
2012,October 10-16,Seven (7) rocket hits,"Seven rockets from Gaza hit into Israeli territory were identified. One grad rocket landed in southern Israel near Netivot, in the yard of a youth center. No injuries were reported but three people were treated for shock including one person who was evacuated to a hospital. Another rocket hit close to a house in the Hof Ashkelon area. Most of the remaining rockets hit in the southern town of Netivot."
2012,October 3-9,Sixteen (16) rocket hits,"Most of the rockets landed in open areas, but one landed in a petting zoo in the Eshkol region, killing two goats and wounding nine others."
2012,September 25-October 2,Three (3) rocket hits,Three rockets landed in Israeli territory. There were no casualties and no damage was done.
2012,September 12-18,Three (3) rocket hits,Three rockets landed in open areas. There were no casualties and no damage from these rocket attacks.
2012,September 5-11,Four (4) rocket hits,Four long-range rockets landed in Israeli territory near the town of Netivot and the city of Beersheba.Two homes in Netivot were severely damaged and a number of residents were treated for PTSD (Sept 9).Networks affiliated with the global jihad claimed responsibility for most of the rocket attacks.
2012,September 1-4,Twelve (12) rocket hits,"There was an increase in rocket hits targeting the western Negev; 12 hits in all were identified, most  falling in open areas. On August 31 two rocket hits were identified in the southern city of Sderot. One of them hit two residential buildings. On September 2 a Grad rocket hit was identified near the town of Netivot."
2012,August 23-31,Six (6) rocket hits,"On August 26, three rockets fell in Sderot; there were no casualties but factories were damaged. On August 27, the first day of the new school year, three rockets fell at around 8:00 in the morning, as elementary and kindergarten children were on their way to school. One of the rockets fell in Sderot in an open area. There were no casualties and no damage. A group calling itself the Holy Fighters of Greater Jerusalem said in an announcement that the rockets had deliberately been fired on the first day of school."
2012,August 15-22,Two (2) rocket hits,Two Grad rockets were launched from the Sinai Peninsula and targeting the city of Eilat. The remains of one of the rockets were found in a hilly region near the city.
2012,August 8-14,One (1) rocket hits,Hit identified in southern Israel. The rocket fell in open areas. There were no casualties and no damage.
