2014,December 19,1 rocket,"Arocket fired from the Gaza striplanded in the Eshkol Regional Council, no injuries were reported.  In response to this attack, Israel carried out it's first air strikes in Palestinian territory since the end of Operation Protective Edge.  Israeli Air Force jets struck a Hamas training camp in the southern Gaza Strip."
2014,October 31,1 rocket,"AQassam rocket fired from within the Gaza Stripstruck Southern Israel in the Eshkol region. The rocket was originally thought to have fallen and exploded within Gaza, so no Code Red sirens were sounded.  In response to this attack, the Israeli goverment closed the Erez and Kerem Shalom border crossings on November 1, repoening them 2 days later on November 4.  Hamas security forces arrested 5 individuals who them believe were behind the attack."
2014,September 16,1 rocket,"For the first time since the cease-fire took effect on August 26,a rocket fired from Palestinian territoryscreamed through the sky and landed in Israel. The rocket landed near the Gaza border, inbetween Eshkol and Sdot Negev. No Palestinian group has claimed responsibility for the attack, no injuries or major damage reported."
2014,August 26,100+ rockets and an unconfirmed number of mortars,"More than 100 rocketswere fired from Gaza into Israel on Tuesday August 26 before the cease-fire was announced. Multiple rockets were intercepted by the Iron Dome, and at least 2 fell within the Gaza Strip.  2 people were killed and multiple people injured when a mortar hit Eshkol regional council.  A home in Ashkelon suffered a direct hit and there were multiple injuries from shrapnel, and a rocket hit a playground in Ashdod."
2014,August 25,130+ rockets and at least 30 mortars,"At least 130 rockets and at least 30 mortarswere fired from Hamas militants into Israel on August 25.  Hamas took responsibility for an M75 rocket launched at Tel Aviv.  Late afternoon saw a drastic increase in mortar and rocket fire, with the Iron dome intercepting one rocket bound for Ben Gurion Airport.  Israeli military responded to rockets coming from Lebanon by firing artillery shells at the site of the launch.  The Iron Dome struck down a rocket above a main shopping center in Ashdod, sending debris crashing through the mall's glass ceiling and injuring multiple people.  Multiple injuries reported including a woman from Eshkol hit by shrapnel."
2014,August 24,60+ rockets and an unconfirmed number of mortars,At least 60 rocketsand an unconfirmed number of mortars were fired from Hamas militants into Israel on August 24.2 rocketswere also confirmed to have been fired from Syria into the Golan Heights.  The intention and responsibility for these rockets has not yet been ascertained.  These rockets were either intercepted by the Iron Dome or hit open areas in Eshkol and Sdot Negev.  Hamas once again tried to fire on Tel Aviv.
2014,August 23,93 rockets and an unconfirmed number of mortars,A total of93 rocketswere fired from the Gaza Strip into Israel on August 23 including 2 rockets fired from Lebanon.  Multiple injuries reported and multiple buildings were damaged.
2014,August 22,50+ rockets and an unconfirmed number of mortars,"More than 50 rocketswere fired from the Gaza Strip toward Israel on August 22, including one that struck a home in Sha'ar HaNegev and killed a 4 year old boy.  Daniel Tregerman was playing with his family when a red alert siren sounded and a mortar slammed into the side of his home.  He was killed by shrapnel and was laid to rest later in the weekend.  Rockets were also fired at Tel Aviv."
2014,August 21,104 rockets and 12 mortars,"A total of104 rockets and 12 mortarswere fired toward Israel on August 21.  After heavy rocket fire pounded Southern Israel in the morning, an Israeli man was seriously injured by shrapnel as a Hamas rocket hit an Eshkol building.  The man was attending his son's third birthday celabration at his son's school when the sirens went off and he immediately rushed to get all of the children inside.  He was hit by shrapnel as the bomb exploded outside of the school.  A number of cows were killed when a projectile hit the barn that they were in."
2014,August 20,168 rockets,A total of168 rocketswere fired from Gaza into Israel today. No injuries were reported. Hamas fired two rockets at an Israeli gas installation off the Gaza coast.
2014,August 19,50 rockets,"A total of50 rocketswere fired from Gaza during the newly agreed to a 24-hour extension to the previous week's 5-day cease-fire. Hamas militants broke the cease-fire early in the morning with a barrage of5 rockets, and Israel retaliated with air strikes on 25 locations.  One of these rockets struck an Israeli highway, others hit open areas in Eshkol and Beersheba.  No injuries reported."
2014,August 14,1 rocket,"Asingle rocketwas fired from Gaza into Israel, landing in an open area in Eshkol.  No injuries reported."
2014,August 13,7 rockets,"7 rockets were fired at Israel from Gaza, the Iron Dome intercepted one and the others landed in open areas.  No injuries reported."
2014,August 11,8 rockets,8 rocketswere fired into seperate parts of Israel hours before the end of the 72-hour ceasefire.
2014,August 10,39 rockets,"The Iron Dome interceptedfour rockets, while35 hit open areas in Eshkol, Sderot and Ashkelon. No injuries reported."
2014,August 9,30 rockets,30 rocketshit open areas in Eshkol and Hof Ashkelon.  No injuries reported.
2014,August 8,51 rockets,"After the cease-fire ended, rockets immediately started being shot from Gaza.  2 overnight before the cease-fire ended, and a volley of""at least"" 35 rocketsat 8a.m. immediately following the cease-fire's end."
2014,August 4,57 rockets,31 rocketswere fired at Israel in just a few hours during a cease-fire that was supposed to last from 10a.m. to 5p.m.26 were fired laterin the day.  No injuries reported.
2014,August 3,119 rockets and mortars,"119 rocketsand mortars were fired toward Israel, with the Iron Dome taking down 8.  No injuries reported."
2014,August 2,84 rockets,"84 rocketswere fired toward Israel, no injuries reported."
2014,August 1,16 rockets,"16 rocketswere fired at Israel, many landing in Eshkol Regional Council and Sha'ar HaNegev.  No injuries reported."
2014,July 31,Unconfirmed number of mortar and 32 rockets,"32 rocketswere fired at Israel, multiple impacts.  3 injuries: 14-year-old who had cut her leg, a 60-year-old man who fell and sustained moderate injuries, and a Chinese construction worker."
2014,July 30,Unconfirmed number of mortar and 141 rockets,141 rocketswere fired at Israel for an unconfirmed number of impacts. No one was injured.
2014,July 29,Unconfirmed number of mortar and 79 rockets,79 rocketswere fired at Israel for an unconfirmed number of impacts. No one was injured.
2014,July 28,Unconfirmed number of mortar and 6 rocket hits,"At leastfour people were killed, while at least six others were wounded, some seriously and criticially, bymortar fireon Eshkol near the Gaza border early Monday evening. Because this was a mortar and not a rocket, there was no Code Red siren.Elsewhere, three rockets hit open areas in Eshkol and Iron Dome intercepted three more."
2014,July 16-27,814 Rocket hits,814 rocketshit open areas throughout Israel between the 16th and 27th of July.
2014,July 15,Unconfirmed number of rocket hits,"At least105 rocketsfired at Israel after Hamas rejects ceasefire proposal. An Israeli civilian is killed at the Erez crossing by a mortar attack from Gaza. Two sisters, aged 11 and 13, from a Bedouin villae near Beersheba, are seriously wounded."
2014,July 11,Unconfirmed number of rocket hits,"Three rocketsare fired at Israel from Southern Lebanon, one striking an open field in Metula, with no reported injuries. An unconfirmed number of rockets fired from Gaza were intercepted on their way to Haifa, Hadera, and Zichron Yaakov. A fire started in Ashdod afterone rockethit a gas station, injuring eight."
